id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
20958,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,s.Oliver Men Solid Grey Tshirt
40081,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,ADIDAS Men White & Green T-shirt
57036,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Forever New Women Printed Black Dress
11623,Women,Apparel,Topwear,Kurtis,Navy Blue,Summer,2011.0,Ethnic,W Women Check Navy  Blue Kurtis
41153,Women,Apparel,Bottomwear,Skirts,Charcoal,Summer,2012.0,Casual,Allen Solly Woman Charcoal Skirt
59990,Women,Apparel,Dress,Dresses,Pink,Fall,2012.0,Casual,Avirate Pink Dress
20164,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Easter Navy Blue Shirt
36001,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Ben 10 Boys Crew Orange T-shirt
15283,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Ed Hardy Men Eagle Print Blue Tshirts
16406,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Levis Men Check Maroon Shirts
8825,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Blue-White Stripes Shirts
7051,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,s.Oliver Men Green White Check Shirt
46376,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Shirt
6183,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Lee Men's Striper Grey Orange T-shirt
13948,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Washed Blue Jeans
26293,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Striped Polo T-shirt
16634,Men,Apparel,Topwear,Tshirts,Green,Summer,2016.0,Casual,Facit Men Smart Green Tshirt
22401,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men Striped White Shirt
49930,Women,Apparel,Saree,Sarees,Yellow,Fall,2012.0,Ethnic,Fabindia Yellow Self-Striped Saree
50021,Women,Apparel,Bottomwear,Leggings,Brown,Winter,2015.0,Casual,Hanes Women Brown Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings
34564,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress
31016,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men Striped White & Green Shirt
28907,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Biba Women Printed White & Purple Kurta
2711,Girls,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Disney Kids Girl's Halter Neck Pink Kidswear
27173,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Mark Taylor Men Striped Grey Shirt
13346,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans
57204,Women,Apparel,Bottomwear,Capris,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Capris
33741,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Vero Moda Women Multi Coloured Top
41361,Men,Apparel,Bottomwear,Jeans,Navy Blue,Spring,2013.0,Casual,Wrangler Men Navy Blue Floyd Jeans
11411,Men,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,United Colors of Benetton Men Olive Shirts
34100,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Doodle Boys Printed Blue T-shirt
7607,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Nike Men's FCB Core Black SS T-shirt
16250,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Check Navy Blue Shirts
51597,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012.0,Casual,Wrangler Women Blue Jeggings
22065,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Vishudh Women Printed Pink Kurta
43052,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Nike Men Navy Blue Legacy Shorts
11075,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Scullers Men Stripes Blue Sweaters
24392,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,Folklore Women Purple Printed Kurta
4082,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Inkfruit Men's Avast Ye Beige T-shirt
5150,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Wrangler Women's Rhythm Graphic Coral Red T-shirt
37785,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Gingham Blue Shirt
14507,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Jerseys
11247,Women,Apparel,Bottomwear,Churidar,White,Fall,2011.0,Ethnic,Urban Yoga Women Solid White Churidar
44879,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Polo neck T-shirt
52120,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys white Printed T-Shirt
14735,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Shirts
34332,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Purple T-shirt
16062,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Highlander Men Solid Navy Blue Trouser
7435,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Proline Men Red & Navy Checked Polo T-shirt
19816,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Grey Sweatshirt
13510,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Chimp Men Say Cheese Green Tshirts
43260,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aneri Women Pink Kurta
30792,Men,Apparel,Loungewear and Nightwear,Lounge Pants,White,Summer,2012.0,Casual,Fabindia Men White Pyjamas
2147,Men,Apparel,Topwear,Tshirts,Orange,Spring,2011.0,Casual,Basics Men Orange Striped Polo T-shirt
31640,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Indigo Nation Men Check Blue Shirt
3095,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Probase Men's Freestyler Red T-shirt
10508,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Flying Machine Women RN SL Black Top
40278,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Scullers Men Brown Trousers
14994,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,ADIDAS Men Check Black Sweaters
15846,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Grey Stripes Casual T-Shirts
59355,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta
29022,Men,Apparel,Topwear,Tshirts,White,Fall,2012.0,Casual,ADIDAS Men Aess Crew White T-shirt
30933,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Fabindia Women Brown Kurta
9332,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Puma Women Ess Striped White Tops
12851,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Ant Kids Crystal Button Black Tops
26258,Men,Apparel,Bottomwear,Track Pants,Charcoal,Summer,2012.0,Sports,Proline Men Charcoal Grey Track Pants
6974,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,s.Oliver Men White Stripe Blue Shirt
38150,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Wildcraft Women Purple T-shirt
29674,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Indigo Nation Navy Blue Shirt
3862,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Wrangler Men's Authentic Embro Orange T-shirt
17947,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Sports,Puma Men No. 1 logo Blue Track Pant
30759,Men,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Men Printed Black Kurta
45960,Women,Apparel,Topwear,Tshirts,Red,Fall,2012.0,Casual,Tokyo Talkies Women Red T-shirt
21419,Women,Apparel,Topwear,Tops,Yellow,Winter,2012.0,Casual,Roxy Women Yellow Top
53039,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
4875,Men,Apparel,Topwear,Tshirts,Red,Summer,2016.0,Casual,Levis Kids Boy's Davis White Polo Tshirt
24359,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Folklore Women Blue  Kurta
9756,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Classic Polo Men Ikon Maroon Polo Tshirts
48471,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,French Connection Purple Dress
18301,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aneri Women Nanki Green Kurta
50648,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Fall,2016.0,Casual,Chromozome Men Black Lounge Pants S-4801
2944,Men,Apparel,Topwear,Tshirts,White,Fall,2015.0,Casual,DUSG Men's Gorilla Organic Natural T-shirt
28752,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aurelia Women Printed Orange Kurta
3896,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Disney Kids Girl's Denim Minnie Dark Blue Skirt
19829,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Brown Shirt
9590,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men cotton White Shirts
49765,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Alma Women Black Printed Kurta
8442,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Jealous 21 Women Jealous Edna Grey Top Grey Tops
19015,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,ADIDAS Originals Women G Trf Graph Pink T-Shirt
11278,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Wrangler Men Celebrate Indigo Green Tshirts
45994,Women,Apparel,Saree,Sarees,Teal,Summer,2012.0,Ethnic,Fabindia Teal Green Mangalgiri Saree
39412,Men,Apparel,Topwear,Shirts,Orange,Summer,2014.0,Casual,U.S. Polo Assn. Orange Tailored Fit Striped Casual Shirt
52923,Women,Apparel,Saree,Sarees,Pink,Fall,2012.0,Ethnic,FNF Pink Sari
44846,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Ducati Graphic T-shirt
58425,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,AND by Anita Dongre Women Grey Dress
37588,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Infant Girls Pink  T-Shirt
4881,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Dustin White Black Kidswear
5953,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Locomotive Men Plaid Black Checked Shirt
14538,Women,Apparel,Topwear,Kurtis,Black,Fall,2011.0,Ethnic,Vishudh Women Golden Print Black and Blue Kurtis
28560,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Neon Black T-shirt
23188,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Highlander Men Purple Check Shirt
48485,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,French Connection Red & Brown Dress
34903,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012.0,Ethnic,Fabindia Printed Brown Dupatta
14960,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Status Quo Men Printed Blue Jackets
20369,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Check Red Shirt
1997,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2010.0,Sports,Puma Men's Grey Sports Shorts
19643,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Sweater
31029,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Arrow New York Men Green Slim Fit Shirt
28938,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,BIBA Women Printed Blue Kurta
16439,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Levi's Men Printed Red Tshirts
8026,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Fila Men's Cont Pipping Cotton Lower Black White Track Pant
12099,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,W Women Printed Red White Kurtas
6980,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,s.Oliver Men Grey White Check Shirt
39076,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Arrow Sport Men Navy Blue Check Slim Fit Shirt
38998,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Gini and Jony Girls Summer Paradise Pink Dress
11240,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Low Rise Blue Jeans
52127,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Yellow Printed T-Shirt
25849,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Diva Women Printed Black Kurta
14732,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Stripes Blue Shirts
50670,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016.0,Sports,Chromozome Men Black Ranger Lounge Pants
34335,Men,Apparel,Topwear,Tshirts,Lavender,Summer,2012.0,Casual,Myntra Men Lavender Printed T-shirt
7432,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2011.0,Sports,Proline Men Grey Sports Short SS11/VSSHT02 VG/PC/JR
19811,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Sweatshirt
16065,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Highlander Men Solid Blue Trouser
30795,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Fabindia Men Striped Yellow Shirt
2140,Men,Apparel,Topwear,Tshirts,White,Spring,2011.0,Casual,Basics Men White T-shirt
43267,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aneri Women Orange Kurta
13517,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Chimp Men Draculla & Sons Yellow Tshirts
34107,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Doodle Girls Pink Top
28558,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men Blow up White T-shirt
51590,Women,Apparel,Bottomwear,Jeggings,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue Jeggings
43055,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White FFF Football T-shirt
11072,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
33322,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Arrow New York Men Navy Blue Check Slim Fit Shirt
24395,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta
4085,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Inkfruit Men's Dark Poison White T-shirt
5157,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men's Yes We Can Black T-shirt
37782,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,John Players Men White & Yellow Striped Shirt
22406,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Mark Taylor Men Purple Striped Shirt
16633,Men,Apparel,Topwear,Tshirts,Green,Summer,2016.0,Casual,Facit Men Green Printed T-shirt
50026,Women,Apparel,Bottomwear,Leggings,Maroon,Winter,2015.0,Casual,Hanes Women Maroon ComfortSoft Waistband Cotton Stretch Full Leggings
13341,Girls,Apparel,Bottomwear,Capris,Purple,Fall,2011.0,Casual,Gini and Jony Girls Purple Capris
27174,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt
2716,Girls,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Disney Kids Girl's Minnie Red Stripped Kidswear
14958,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Printed Black Tshirts
33746,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Vero Moda Women Bale Green Top
57203,Women,Apparel,Topwear,Tunics,Olive,Summer,2012.0,Casual,Elle Women Olive Tunic
11416,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Black Sweatshirt
20351,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
36234,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,W Women Pink Kurta
59399,Women,Apparel,Topwear,Tops,Yellow,Fall,2012.0,Casual,Tokyo Talkies Women Yellow Top
57031,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,Forever New Women Printed Top
33574,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Men Get Your Edge Back White T-shirt
41154,Women,Apparel,Bottomwear,Shorts,Sea Green,Summer,2012.0,Casual,Allen Solly Woman Light Blue  Shorts
11624,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Printed Grey Kurtas
20163,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Wrangler Men Easter Bright Purple Shirt
41968,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys United White T-shirt
16401,Men,Apparel,Topwear,Shirts,Charcoal,Fall,2011.0,Casual,Levis Men Check Charcoal Shirts
26294,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Striped Polo T-shirt
19449,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Quiksilver Men White Striped T-shirt
35445,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Doodle Girls Pink Top
7290,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,DC Comics Men Justice Lea Red Melange T-shirt
34597,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Tonga Women Cream-Coloured Top
47065,Women,Apparel,Bottomwear,Patiala,Maroon,Fall,2012.0,Ethnic,Shree Women Maroon & Mustard Patiala
17715,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Reid & Taylor Men Check Brown Shirt
29826,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Basics Men Maroon Checked Shirt
42517,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Mother Earth Women Green Kurta
12267,Men,Apparel,Topwear,Shirts,Blue,Winter,2011.0,Formal,Genesis Blue Formal Shirt
27180,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Mark Taylor Men Striped Black Trousers
41392,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Blue & White Check Shirt
4415,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Marvel Comics Men's The Incredible Face Distresse Black T-shirt
45732,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Folklore Women Black Kurta
15042,Unisex,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Kids Unisex Blue Chelsea Jersey
24537,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Mother Earth Women Maroon Kurta
33580,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wrangler Men Hiker Striped Blue T-shirt
59963,Women,Apparel,Dress,Dresses,Multi,Fall,2012.0,Casual,Avirate Women Multi Coloured Dress
32452,Men,Apparel,Bottomwear,Shorts,Black,Winter,2015.0,Sports,ADIDAS Men Black Shorts
21879,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,BIBA Women Printed Green Kurta
20197,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Wrangler Men Printed Grey Sweatshirt
38954,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Printed Green T-shirt
45500,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Fila Women Black Savari 3/4th Pants
46385,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,ADIDAS Men Green Printed T-shirt
51332,Men,Apparel,Bottomwear,Rain Trousers,Black,Summer,2015.0,,Wildcraft Men Black Rain Trousers
6170,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Lee Men's Guns Crownjewel Purple T-shirt
26260,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Proline Men Grey Track Pants
12055,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Spykar Men Black T-shirt
30305,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men I M The Captain Off White T-shirt
45958,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Tokyo Talkies Women White Printed T-shirt
24153,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aurelia Women Black Printed Kurta
10366,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Skirt
40416,Women,Apparel,Topwear,Tops,Teal,Summer,2012.0,Casual,Tonga Women Teal Top
15614,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Football Soccer Black Tshirts
21421,Women,Apparel,Topwear,Tops,White,Winter,2012.0,Casual,Roxy Women White Spaghetti Top
4243,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Against All Odds Blue T-shirt
37544,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Madagascar3 Infant Boys Light Blue T-Shirt
53001,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
18937,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Levi's Men Graphic Print Purple Tshirt
30761,Men,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Men Printed Black Kurta
3066,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Tantra Women's Right Now White T-shirt
23144,Women,Apparel,Topwear,Sweatshirts,Brown,Fall,2011.0,Casual,Quechua Women  Fleece Brown Sweatshirt
48449,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,French Connection Men Blue T-shirt
42173,Men,Apparel,Topwear,Tshirts,Grey,Winter,2016.0,Casual,Status Quo Men Grey T-shirt
12603,Unisex,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Tantra Unisex Printed Red Tshirts
11086,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirt
32204,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Printed Blue Kurta
40624,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Span Women Brown Kurta
24361,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Folklore Women Blue Printed Kurta
37776,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,John Players Men Yellow & White Striped Shirt
7069,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Timberland Men's Wild Cats Cycle Grey T-shirt
7855,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Polo T-shirt
19476,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012.0,Casual,Quiksilver Men Black Casual Sweatshirt
27379,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Men Washed Blue Jeans
6987,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,s.Oliver Women's Sky Blue Top
32499,Men,Apparel,Topwear,Shirts,Olive,Summer,2012.0,Casual,Scullers Men Olive Shirt
39071,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Arrow Sport Men Blue & White Check Shirt
57832,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Pink Top
41957,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Surfs Up Grey T-shirt
11429,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Black Light Winter Top
41359,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Skanders Jeans
1990,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Women's New Striped Tank T-shirt
15089,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mother Earth Men Check White Shirts
50019,Women,Apparel,Bottomwear,Leggings,Grey Melange,Winter,2015.0,Casual,Hanes Women Grey Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings
19644,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,United Colors of Benetton Women Red Top
4886,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girl's Dana Pink Teens Kidswear
5954,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Locomotive Men Pink Stripe Shirt
5168,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Ed Hardy Men's Brave Hearts Stay True Sage Green T-shirt
28567,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Who Else Grey T-shirt
34904,Women,Apparel,Topwear,Dupatta,Mustard,Summer,2012.0,Ethnic,Fabindia Mustard Hand Printed Kota Dupatta
48482,Women,Apparel,Dress,Dresses,Red,Winter,2011.0,Casual,French Connection Women Red Dress
30598,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Hustle Reversible Black Shorts
28755,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aurelia Women Printed Purple Kurta
17188,Men,Apparel,Topwear,Shirts,Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt
3891,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Men's Born Free Eagle Offwhite T-shirt
43258,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Kurta
9597,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts
13528,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Probase Navy Blue Printed Trousers
19012,Women,Apparel,Topwear,Jackets,Pink,Summer,2011.0,Casual,ADIDAS Originals Women Supergirl TT Pink Jacket
8445,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Jealous 21 Women Jealous Edana Teal Top Blue Tops
